review,label,sentiment,movie,hindi,back_translated,bleu_score,quality_flag,predicted_sentiment,sentiment_match
"The acting was expertly crafted, yet the story arc felt lifeless. It’s a weird mix of brilliance and stupidity.",Negative,,,,,,,,
"The visuals were delightful, but the story was cheap. I oscillated between loving and hating this film.",Neutral,,,,,,,,
"While the character development was good, the rest felt generic. Standard fare for this type of movie.",Neutral,,,,,,,,
Nothing about the direction worked. What a complete waste of potential.,Negative,,,,,,,,
"It has some good moments, especially the cinematography. I have mixed feelings about this one.",Negative,,,,,,,,
"The chemistry between the cast was stellar. Simply put, this is cinema at its finest.",Negative,,,,,,,,
"Great concept, but the execution was wooden. A strange experience overall.",Neutral,,,,,,,,
I walked in with low expectations and they were met. It’s okay if you have nothing else to do.,Neutral,,,,,,,,
"I tried to like it, I really did, but it failed. Save your money and watch something else.",Negative,,,,,,,,
"While the editing shines, the rest is lifeless. This is a very difficult movie to categorize.",Neutral,,,,,,,,
I was completely blown away by this film. A definitive 10/10.,Positive,,,,,,,,
"Finally, a movie that respects the audience. I particularly loved how the costume design was handled. Do yourself a favor and go see this.",Negative,,,,,,,,
The screenplay distracted me from everything else. I struggled to sit through the first half.,Negative,,,,,,,,
It doesn't leave a lasting impression. It was... fine.,Neutral,,,,,,,,
This might be the worst thing I've seen all year. The plot holes were glaring and the score was lazy. Zero stars if I could give it.,Negative,,,,,,,,
"Neither good nor bad, just exists. It is what it is.",Negative,,,,,,,,
The lead actor delivered a heartwarming performance. A cinematic masterpiece.,Positive,,,,,,,,
"The pacing was absolutely touching. Wow, just wow.",Positive,,,,,,,,
A frustrating experience. The plot holes were glaring and the dialogue was tedious. Utterly disappointing.,Negative,,,,,,,,
This movie live a triumph in every sense . Highly recommended for everyone .,Positive,,,,,,,,
This film is a triumph in every sense. Highly recommended for all.,Positive,,,,,,,,
I was completely brag away by this film . The lead actor delivered a refreshing performance . I will beryllium thinking about this for days .,Positive,,,,,,,,
I was completely enthralled by this film. The lead actor gave a refreshing performance. I will be thinking about this for days.,Positive,,,,,,,,
information technology perfectly balances humor and drama . atomic number 53 was hooked from the very first minute .,Positive,,,,,,,,
It balances comedy and drama perfectly. I was hooked from the first minute.,Positive,,,,,,,,
"Simply put , this is cinema at IT o.k. . The chemistry between the cast was superb . Do n't miss this one .",Positive,,,,,,,,
"Simply put, this is cinema at its peak. The chemistry between the actors was fantastic. Don't miss it.",Positive,,,,,,,,
"Wow , just wow . Every scene felt make , and the costume design was masterful . 2 thumbs way up .",Positive,,,,,,,,
"Wow, just wow. Every scene felt earned, and the costume design was excellent. Two thumbs up.",Positive,,,,,,,,
ane did n't expect to enjoy this as much deoxyadenosine monophosphate I did . I particularly loved how the cinematography was manage . Do n't miss this one .,Positive,,,,,,,,
I didn't expect to enjoy it so much. I especially liked how the cinematography was handled. Don't miss it.,Positive,,,,,,,,
I did n't expect to delight this amp much equally I did . It perfectly balances humor and drama . Do yourself a favor and go see this .,Positive,,,,,,,,
I didn't expect to enjoy it so much. It balances comedy and drama perfectly. Do yourself a favor and go see it.,Positive,,,,,,,,
The visual effects equal superb and added so much depth . This movie is group A triumph in every sense .,Positive,,,,,,,,
The visual effects were spectacular and had a lot of depth. This film is a triumph in every sense.,Positive,,,,,,,,
"Wow , just wow . It utterly balances humor and drama . angstrom unit must-watch for fans of the genre .",Positive,,,,,,,,
"Wow, just wow. It balances comedy and drama perfectly. A must-watch for fans of the genre.",Positive,,,,,,,,
A refreshing take on a tired genre . behave n't miss this one .,Positive,,,,,,,,
A refreshing take on a tired genre. Don't miss it.,Positive,,,,,,,,
It dead balances humor and drama . This movie is a triumph in every sense .,Positive,,,,,,,,
It balances comedy and drama perfectly. This film is a triumph in every sense.,Positive,,,,,,,,
"Every scene felt earned , and the opening scene follow heartwarming . A cinematic masterpiece .",Positive,,,,,,,,
Every scene felt earned and the opening scene was heart-touching. A cinematic masterpiece.,Positive,,,,,,,,
"Wow , just wow . I particularly loved how the pacing was handled . deoxyadenosine monophosphate must-watch for fans of the genre .",Positive,,,,,,,,
"Wow, just wow. I especially liked how the speed was controlled. A must-watch for fans of the genre.",Positive,,,,,,,,
This film is a triumph in every good sense . The ocular effects were refreshing and added so much depth . A definitive 10/10 .,Positive,,,,,,,,
This film is a triumph in every sense. The visual effects were fresh and had a lot of depth. A definite 10/10.,Positive,,,,,,,,
An absolute joy to watch from take off to finish . Two thumbs way up .,Positive,,,,,,,,
An absolute joy to watch from beginning to end. Two thumbs up.,Positive,,,,,,,,
"Finally , a movie that respects the audience . II thumbs way up .",Positive,,,,,,,,
"Ultimately, a film that respects the audience. Two thumbs up.",Positive,,,,,,,,
I was totally blown away by this film . Do n't miss this one .,Positive,,,,,,,,
I was completely enthralled by this film. Don't miss it.,Positive,,,,,,,,
"Finally , a movie that respects the interview . The result actor delivered antiophthalmic factor flawless performance . It deserves all the awards it 's getting .",Positive,,,,,,,,
"Ultimately, a film that respects the audience. The lead actor did a great job. It deserves all the awards it gets.",Positive,,,,,,,,
"It managed to be flawless without trying too strong . Finally , a movie that respects the audience .",Positive,,,,,,,,
"It managed to be flawless without trying too hard. Ultimately, a film that respects the audience.",Positive,,,,,,,,
It perfectly equipoise humor and drama . I follow completely blown away by this film .,Positive,,,,,,,,
It balances comedy and drama perfectly. I was completely enthralled by this film.,Positive,,,,,,,,
A cinematic masterpiece . The visual effects were superb and added so lots depth . Do yourself a favor and pass away see this .,Positive,,,,,,,,
A cinematic masterpiece. The visual effects were spectacular and had a lot of depth. Do yourself a favor and go see it.,Positive,,,,,,,,
ane did n't expect to enjoy this as much as I did . Highly recommended for everyone .,Positive,,,,,,,,
I didn't expect to enjoy it so much. Highly recommended for all.,Positive,,,,,,,,
Standard fare for this type of motion-picture show . Good for a one-time watch .,Positive,,,,,,,,
Standard fare for this type of movie. Nice to see once.,Positive,,,,,,,,
An out-and-out joy to watch from start to finish . Highly recommended for everyone .,Positive,,,,,,,,
An absolute joy to watch from beginning to end. Highly recommended for all.,Positive,,,,,,,,
This movie is a triumph in every sense . The lead histrion delivered a memorable performance . Do n't miss this unitary .,Positive,,,,,,,,
This film is a triumph in every sense. The lead actor gave a memorable performance. Don't miss it.,Positive,,,,,,,,
A cinematic masterpiece . The lead actor delivered a gripping performance . I will cost thinking about this for days .,Positive,,,,,,,,
A cinematic masterpiece. The lead actor gave an entertaining performance. I will be thinking about this for days.,Positive,,,,,,,,
I was hooked from the very first minute . information technology managed to be vibrant without hear too hard . I ca n't wait to see it again .,Positive,,,,,,,,
I was hooked from the first minute. It managed to come alive without trying too hard. I can't wait to see it again.,Positive,,,,,,,,
I was hooked from the very first minute . one ca n't wait to see it again .,Positive,,,,,,,,
I was hooked from the first minute. I can't wait to see it again.,Positive,,,,,,,,
The visual effects were delightful and added so a great deal depth . I was hooked from the very first minute .,Positive,,,,,,,,
The visual effects were enjoyable and added a lot of depth. I was hooked from the first minute.,Positive,,,,,,,,
"The lead actor delivered a delightful carrying out . Wow , just wow .",Positive,,,,,,,,
"The lead actor gave a captivating performance. Wow, just wow.",Positive,,,,,,,,
This movie is a jubilate in every gumption . The costume design was absolutely flawless . Do yourself angstrom unit favor and go see this .,Positive,,,,,,,,
This film is a triumph in every sense. The design of the dress was absolutely flawless. Do yourself a favor and go see it.,Positive,,,,,,,,
The visual effects represent astral and added so much depth . I was hooked from the very first minute .,Positive,,,,,,,,
The visual effects were spectacular and had a lot of depth. I was hooked from the first minute.,Positive,,,,,,,,
"The dialogue was absolutely phenomenal . Wow , exactly wow .",Positive,,,,,,,,
"The communication was absolutely amazing. Wow, just wow.",Positive,,,,,,,,
The lead role player delivered a memorable functioning . An absolute joy to watch from start to finish .,Positive,,,,,,,,
The lead actor gave a memorable performance. An absolute joy to watch from beginning to end.,Positive,,,,,,,,
A cinematic masterpiece . The lead actor delivered a bear on performance . A must-watch for fans of the genre .,Positive,,,,,,,,
A cinematic masterpiece. The lead actor gave a touching performance. A must-watch for fans of the genre.,Positive,,,,,,,,
antiophthalmic factor refreshing take along a tired genre . It managed to be solid without trying too hard . Highly commend for everyone .,Positive,,,,,,,,
A refreshing take on a tired genre. It managed to be solid without much effort. Highly recommended for all.,Positive,,,,,,,,
"It absolutely balances humor and drama . Wow , just wow .",Positive,,,,,,,,
"It balances comedy and drama perfectly. Wow, just wow.",Positive,,,,,,,,
"The lead worker delivered a flawless execution . Finally , a movie that respects the audience .",Positive,,,,,,,,
"The lead actor did a great job. Ultimately, a film that respects the audience.",Positive,,,,,,,,
I was completely enthralled by this film. The opening scene was absolutely mesmerizing. Don't miss it.,Positive,,,,,,,,
I was hooked from the really first minute . I particularly loved how the lighting was handled . antiophthalmic factor definitive 10/10 .,Positive,,,,,,,,
I was hooked from the first minute. I especially liked how the lighting was handled. A definite 10/10.,Positive,,,,,,,,
This movie is a triumph in every sense . I bequeath be thinking about this for days .,Positive,,,,,,,,
This film is a triumph in every sense. I will be thinking about this for days.,Positive,,,,,,,,
"Wow , just belly laugh . A must-watch for fans of the genre .",Positive,,,,,,,,
"I was hooked from the rattling first minute . Every scene felt earned , and the pacing was delightful . bash yourself a favor and go see this .",Positive,,,,,,,,
"I was hooked from the first minute. Every scene felt earned, and the pacing was delightful. Do yourself a favor and go see it.",Positive,,,,,,,,
This movie is a triumph in every sense . The lead worker delivered a phenomenal performance . deoxyadenosine monophosphate must-watch for fans of the genre .,Positive,,,,,,,,
This film is a triumph in every sense. The lead actor gave an amazing performance. A must-watch for fans of the genre.,Positive,,,,,,,,
It managed to be phenomenal without trying too hard . atomic number 53 was wholly blown away by this film .,Positive,,,,,,,,
It managed to be phenomenal without trying too hard. I was completely enthralled by this film.,Positive,,,,,,,,
I was whole blown away by this movie . It managed to be superb without trying too hard . Two thumbs style up .,Positive,,,,,,,,
I was completely enthralled by this film. It managed to be great without trying too hard. Two thumbs up.,Positive,,,,,,,,
"Wow , equitable wow . The chemistry between the cast was refreshing . Two thumbs way astir .",Positive,,,,,,,,
"Wow, just wow. The chemistry between the actors was refreshing. Two thumbs up.",Positive,,,,,,,,
The lead histrion delivered a gripping performance . I was hooked from the very first hour .,Positive,,,,,,,,
The lead actor gave an entertaining performance. I was hooked from the first minute.,Positive,,,,,,,,
An absolute joy to watch from start to cease . The lead actor delivered a iconic performance . It merit all the awards it 's getting .,Positive,,,,,,,,
An absolute joy to watch from beginning to end. The lead actor gave an iconic performance. It deserves all the awards it gets.,Positive,,,,,,,,
I was hooked from the very foremost minute . It utterly balances humor and drama . It deserves all the awards it 's getting .,Positive,,,,,,,,
I was hooked from the first minute. It balances comedy and drama perfectly. It deserves all the awards it gets.,Positive,,,,,,,,
"Wow , just wow . The chemistry between the puke was refreshing . A must-watch for fans of the genre .",Positive,,,,,,,,
"Wow, just wow. The chemistry between the actors was refreshing. A must-watch for fans of the genre.",Positive,,,,,,,,
I be hooked from the very first infinitesimal . It deserves all the awards it 's getting .,Positive,,,,,,,,
I was hooked from the first minute. It deserves all the awards it gets.,Positive,,,,,,,,
The visual set up were masterful and added so much depth . 1 did n't expect to enjoy this as much as I did .,Positive,,,,,,,,
The visual effects were excellent and had a lot of depth. I didn't expect to enjoy it so much.,Positive,,,,,,,,
atomic number 53 be hooked from the very first minute . Do yourself a favor and go see this .,Positive,,,,,,,,
I was hooked from the first minute. Do yourself a favor and go see it.,Positive,,,,,,,,
This picture is a triumph in every sense . Do n't miss this one .,Positive,,,,,,,,
This film is a triumph in every sense. Don't miss it.,Positive,,,,,,,,
It managed to be breathtaking without trying too hard . I Washington completely blown away by this film .,Positive,,,,,,,,
It managed to be breathtaking without trying too hard. I was completely enthralled by this film.,Positive,,,,,,,,
A refreshing take along a tired genre . Highly recommended for everyone .,Positive,,,,,,,,
A refreshing take on a tired genre. Highly recommended for all.,Positive,,,,,,,,
I was completely blown away by this shoot . A definitive 10/10 .,Positive,,,,,,,,
I was completely enthralled by this film. A definite 10/10.,Positive,,,,,,,,
The lead actor gave a heart-touching performance. A cinematic masterpiece.,Positive,,,,,,,,
"The pacing cost absolutely touching . Wow , just wow .",Positive,,,,,,,,
"The pace was absolutely poignant. Wow, just wow.",Positive,,,,,,,,
"A visual masterpiece with a compelling narrative. The acting is superb, and the score elevates every scene. A must-see!",,Positive,Blade Runner 2049,,,,,,
"This film completely exceeded my expectations! The humor is sharp, the action is thrilling, and the characters are incredibly relatable.",,Positive,Guardians of the Galaxy,,,,,,
"The story is predictable, and the special effects look cheap. I've seen better acting in a high school play.",,Negative,Sharknado 6,,,,,,
"An absolute gem! The director's vision is clear, and the actors bring their roles to life with passion and conviction. A true cinematic experience.",,Positive,Amelie,,,,,,
I struggled to stay awake through this one. The plot is convoluted and the pacing is glacial. Not recommended.,,Negative,The English Patient,,,,,,
"While the visuals were stunning, the story felt a bit hollow. I was expecting more depth from the characters and the overall message.",,Neutral,Avatar,,,,,,
"Innovative, daring, and unforgettable. This movie pushes boundaries and explores complex themes in a way that will leave you speechless.",,Positive,Arrival,,,,,,
"A feel-good movie that will warm your heart. The performances are charming, and the story is both uplifting and inspiring. Perfect for a family night.",,Positive,Paddington,,,,,,
"Utterly ridiculous and poorly written. The dialogue is cringeworthy, and the plot makes no sense. A complete waste of time.",,Negative,Troll 2,,,,,,
"This movie had potential, but it ultimately fell flat. The pacing was inconsistent, and the ending felt rushed and unsatisfying.",,Neutral,Eternals,,,,,,
"Visually stunning and emotionally resonant. The story is beautifully told, and the performances are simply incredible. A masterpiece of cinema.",,Positive,Spirited Away,,,,,,
"The worst movie I've seen in years. The acting is atrocious, the script is nonsensical, and the direction is amateurish. Avoid at all costs!",,Negative,Plan 9 from Outer Space,,,,,,
"Charming and delightful! This movie is a perfect blend of humor, romance, and adventure. Highly recommended for anyone looking for a fun escape.",,Positive,The Princess Bride,,,,,,
Entertaining and thought-provoking. This movie raises important questions about society and challenges our perceptions of reality. A must-see for anyone who enjoys intellectual cinema.,,Positive,Ex Machina,,,,,,
"I found this film to be quite boring, even with all the hype behind it.",,Negative,Tenet,,,,,,
"The film was okay, but not life-changing. I enjoyed it but probably would not watch it again.",,Neutral,The Martian,,,,,,
"Everything about this movie just works, great soundtrack, awesome fight scenes and great dialogue.",,Positive,John Wick,,,,,,
The acting felt phoned in and the plot uninspired.,,Negative,Cats,,,,,,
I walked out on this film. It was absolutely terrible. Don't waste your money!,,Negative,After Earth,,,,,,
"Hilarious, heartfelt, and utterly charming. This movie is a joy to watch from beginning to end. A true crowd-pleaser!",,Positive,Chef,,,,,,
"A cinematic masterpiece! The visuals are stunning, and the story is incredibly engaging.",,Positive,Blade Runner 2049,,,,,,
"Absolutely dreadful. The acting was wooden, and the plot made no sense whatsoever.",,Negative,Plan 9 from Outer Space,,,,,,
"The movie had its moments, but overall, it was pretty forgettable.",,Neutral,Eternals,,,,,,
"An instant classic! The dialogue is sharp, and the characters are unforgettable.",,Positive,Pulp Fiction,,,,,,
"I regret wasting my time on this. The special effects were laughably bad, and the pacing was terrible.",,Negative,Cats,,,,,,
"This film is a work of art. The direction is masterful, and the performances are breathtaking.",,Positive,Portrait of a Lady on Fire,,,,,,
Utterly disappointing. This sequel fails to capture the magic of the original.,,Negative,The Matrix Resurrections,,,,,,
A truly captivating film. The story is both heartwarming and thought-provoking.,,Positive,Paddington 2,,,,,,
"The film was mediocre. Good on direction, bad script.",,Neutral,Tenet,,,,,,
A hilarious and heartwarming film that will leave you smiling from ear to ear.,,Positive,The Princess Bride,,,,,,
"This movie is a complete waste of time. The plot is convoluted, and the characters are unlikeable.",,Negative,Batman & Robin,,,,,,
A mesmerizing and visually stunning film that is a feast for the eyes.,,Positive,Spirited Away,,,,,,
"I couldn't even finish it. The acting was atrocious, and the script was even worse.",,Negative,Troll 2,,,,,,
"This film is an absolute gem. The story is unique, and the characters are so well-developed.",,Positive,Everything Everywhere All at Once,,,,,,
A truly awful movie. Terrible direction and horrible attempts at humour.,,Negative,Disaster Movie,,,,,,
"The movie did fine and it had some moments, but I won't remember watching this film anytime soon.",,Neutral,Ant-Man and the Wasp: Quantumania,,,,,,
"An amazing and emotional film. The story is a gripping one, the characters are memorable and the soundtrack is outstanding.",,Positive,Interstellar,,,,,,
"From start to finish, it was a painful experience of bad acting.",,Negative,Foodfight!,,,,,,
An exhilarating experience and a definite must see. Incredible story-telling!,,Positive,Mad Max: Fury Road,,,,,,
A brilliant and thrilling experience that will keep you on the edge of your seat. Fantastic acting and pacing.,,Positive,The Silence of the Lambs,,,,,,
A stunning visual masterpiece with a captivating story. I was on the edge of my seat the entire time!,,Positive,Dune,,,,,,
"An absolute train wreck. The plot was nonsensical, the acting wooden, and the special effects looked like they were made in someone's basement.",,Negative,Plan 9 from Outer Space,,,,,,
"I went in with high hopes, but I was ultimately disappointed. The pacing was off and the characters were underdeveloped.",,Negative,Eternals,,,,,,
The acting and cinematography were both top-notch. It's a feel-good movie that leaves you with a smile.,,Positive,Paddington 2,,,,,,
"This movie had potential, but it squandered it with a predictable plot and lackluster execution.",,Negative,The Purge: Anarchy,,,,,,
"I laughed, I cried, I cheered. This movie is a true gem and a must-see for everyone.",,Positive,Everything Everywhere All at Once,,,,,,
A beautifully crafted film with stunning visuals and a powerful message. Highly recommended!,,Positive,Spirited Away,,,,,,
"Utterly forgettable. I can barely remember anything about it, which says it all.",,Negative,The Invisible Man Returns,,,,,,
"While technically proficient, the film lacked any real emotional resonance. I found it rather hollow.",,Neutral,Arrival,,,,,,
A heartwarming and hilarious movie that is fun for the whole family.,,Positive,Toy Story,,,,,,
"The script was clunky, the direction was amateurish, and the acting was atrocious. Avoid at all costs.",,Negative,Troll 2,,,,,,
The twist ending was predictable and ruined what could have been an interesting story.,,Negative,Old,,,,,,
"A cinematic triumph! The story, the acting, the visuals – everything was perfect.",,Positive,The Shawshank Redemption,,,,,,
"The film was decent enough. Some parts were interesting, others were not.",,Neutral,Tenet,,,,,,
"This movie is a pure joy. The animation is stunning, the music is catchy, and the story is heartwarming.",,Positive,Encanto,,,,,,
"A truly horrible movie. The actors looked miserable, and so did I.",,Negative,Cats,,,,,,
"A classic for a reason! The script is clever, the acting is brilliant, and the direction is masterful.",,Positive,Casablanca,,,,,,
"It had some interesting ideas, I am not sure though if they were ultimately successful.",,Neutral,Interstellar,,,,,,
This film exceeded all my expectations! A must-see for any film buff.,,Positive,Citizen Kane,,,,,,
I was bored from start to finish. The plot was uninspired and I was unable to connect to any of the characters.,,Negative,Jupiter Ascending,,,,,,
"A stunning visual masterpiece with a compelling narrative that kept me glued to the screen. The acting was superb, and the direction was flawless.",,Positive,Blade Runner 2049,,,,,,
"What a waste of time and money. The plot was convoluted and nonsensical, and the special effects looked like they were made in the 90s.",,Negative,Jupiter Ascending,,,,,,
This film is a cinematic treasure! The heartwarming story and unforgettable characters will stay with you long after the credits roll.,,Positive,Paddington 2,,,,,,
"I found the movie to be quite average. The story was predictable, and the characters were underdeveloped.",,Neutral,Eternals,,,,,,
"Absolutely dreadful. The dialogue was atrocious, the acting was wooden, and the plot was so bad it made me cringe.",,Negative,Cats,,,,,,
A powerful and moving film that explores complex themes with grace and sensitivity. A must-see for anyone who appreciates meaningful cinema.,,Positive,Moonlight,,,,,,
"This movie was a delightful surprise! The humor was spot-on, and the characters were so endearing. I can't wait to watch it again.",,Positive,The Grand Budapest Hotel,,,,,,
I was utterly disappointed. The film dragged on forever and offered nothing new or exciting. A complete snooze-fest.,,Negative,Batman & Robin,,,,,,
"A genuine work of art. The visuals were breathtaking, the music was sublime, and the story was deeply affecting. A true masterpiece.",,Positive,Spirited Away,,,,,,
"The movie was alright. It had some good moments, but overall it was just okay.",,Neutral,Venom,,,,,,
"This film is an absolute joke. From the terrible script to the laughable acting, it's a complete train wreck.",,Negative,Troll 2,,,,,,
"A thrilling and suspenseful ride from beginning to end. The plot twists were unexpected, and the performances were outstanding.",,Positive,Prisoners,,,,,,
"The film was neither good nor bad, just ultimately unmemorable.",,Neutral,Black Adam,,,,,,
"A cinematic gem that shines with originality and wit. The script is brilliant, the acting is flawless, and the direction is masterful.",,Positive,Everything Everywhere All at Once,,,,,,
"This movie is a catastrophe. The plot makes no sense, the characters are annoying, and the special effects are laughable.",,Negative,Plan 9 from Outer Space,,,,,,
"A truly unforgettable experience. The film is beautifully crafted, emotionally resonant, and intellectually stimulating.",,Positive,Arrival,,,,,,
"I wanted to like this movie, but it was just a bad pastiche of better films and could not make up its own mind of what it was trying to achieve.",,Negative,Morbius,,,,,,
"The movie was okay for what it was, just very bland and forgettable in parts.",,Positive,Dungeons & Dragons: Honor Among Thieves,,,,,,
This film is a triumph of storytelling. It keeps your attention and is absolutely thrilling from beginning to end.,,Positive,Mad Max: Fury Road,,,,,,
The worst film I have seen in years. It managed to mangle the source material to an unwatchable degree.,,Negative,Dragonball Evolution,,,,,,
"A visual masterpiece with a compelling story. The acting was superb, and the special effects were groundbreaking.",,Positive,Avatar,,,,,,
"Absolutely dreadful. The plot was convoluted, the acting was wooden, and the direction was amateurish. A complete waste of time.",,Negative,Plan 9 from Outer Space,,,,,,
"The movie was decent, a good way to pass the time but not something I would watch again.",,Neutral,Tenet,,,,,,
I was on the edge of my seat the entire time! A thrilling ride with unexpected twists and turns. Highly recommended for action fans.,,Positive,Mad Max: Fury Road,,,,,,
"The dialogue was cheesy, the characters were unlikable, and the ending made no sense. One of the worst movies I've ever seen.",,Negative,Troll 2,,,,,,
"A charming and heartwarming tale that will leave you feeling good. The performances were excellent, and the story was beautifully told.",,Positive,Paddington 2,,,,,,
"The plot dragged on forever, and the resolution felt incredibly rushed. I don't understand what all the hype was about.",,Negative,Interstellar,,,,,,
"What a delightful surprise! This film is funny, clever, and full of heart. A must-see for everyone.",,Positive,Spider-Man: Into the Spider-Verse,,,,,,
"I found the movie to be quite mediocre. It wasn't particularly bad, but it wasn't particularly good either. Just average.",,Neutral,Arrival,,,,,,
"A true cinematic achievement. The direction, acting, and screenplay are all top-notch. This film will stay with you long after the credits roll.",,Positive,Casablanca,,,,,,
"Predictable, boring, and poorly acted. This movie is a complete disaster from start to finish.",,Negative,Cats,,,,,,
This film exceeded all expectations. A truly original and unforgettable experience. I cannot recommend it enough.,,Positive,Everything Everywhere All at Once,,,,,,
I appreciated the aesthetic but felt the plot failed to deliver the potential it had.,,Neutral,Dune,,,,,,
An instant classic! This movie is a masterpiece of storytelling and filmmaking. Prepare to be amazed.,,Positive,The Shawshank Redemption,,,,,,
"I couldn't even finish watching. The plot was disjointed, the characters were annoying, and the whole thing felt incredibly amateurish. ",,Negative,Birdemic: Shock and Terror,,,,,,
"From start to finish, an imaginative, intelligent, and highly original cinematic adventure that will leave you breathless. ",,Positive,Spirited Away,,,,,,
"Absolutely nothing redeemed this movie. The plot, the acting, the effects, everything was terrible. I wish I could unsee it. ",,Negative,Foodfight!,,,,,,
A brilliantly told story with memorable characters and an important message. A perfect movie.,,Positive,Schindler's List,,,,,,
I struggled watching this film even until the midpoint. The dialogue was insufferable and the plot completely failed to grab my attention.,,Negative,Batman and Robin,,,,,,
"This has become one of my all time favorite films because of the pure creativity and imaginative scenes. The story is excellent, too!",,Positive,The Grand Budapest Hotel,,,,,,
"A dazzling visual spectacle with a compelling narrative. The acting is superb, and the world-building is phenomenal. A must-see!",,Positive,Dune,,,,,,
"This movie is an absolute train wreck. The plot is nonsensical, the acting is atrocious, and the special effects look like they were made in the 90s. Avoid at all costs.",,Negative,Plan 9 from Outer Space,,,,,,
"The film was decent; it had some good moments and some forgettable ones. Overall, a mediocre experience.",,Neutral,Tenet,,,,,,
A heartwarming story with lovable characters and a beautiful message. I left the theater feeling uplifted and inspired.,,Positive,Paddington 2,,,,,,
"I was thoroughly disappointed. The film dragged on forever, and the ending made absolutely no sense.",,Negative,The Last Jedi,,,,,,
"An instant classic! The direction, screenplay, and performances are all top-notch. This movie will stay with you long after the credits roll.",,Positive,Casablanca,,,,,,
Don't waste your time. This film is a convoluted mess with unlikeable characters and a predictable plot.,,Negative,Batman v Superman: Dawn of Justice,,,,,,
A brilliant and thought-provoking film that explores complex themes with grace and intelligence. Highly recommended.,,Positive,Arrival,,,,,,
"I found the movie to be generally uninspired. There were some interesting ideas, but they weren't executed well.",,Neutral,Interstellar,,,,,,
"One of the worst movies I've ever seen. The dialogue is laughably bad, and the pacing is excruciatingly slow.",,Negative,Troll 2,,,,,,
"A cinematic masterpiece! The stunning visuals, gripping storyline, and powerful performances make this an unforgettable experience.",,Positive,Lawrence of Arabia,,,,,,
"This movie felt like a chore to watch. The characters were bland, and the story was dull. I wouldn't recommend this to anyone.",,Negative,Jupiter Ascending,,,,,,
"I absolutely loved this film. The humor is sharp, the characters are charming, and the story is incredibly engaging.",,Positive,Knives Out,,,,,,
"This might just be the worst movie ever made. It is so bad, it defies description.",,Negative,Birdemic: Shock and Terror,,,,,,
"A truly exceptional film. The acting is phenomenal, the story is captivating, and the direction is masterful.",,Positive,The Godfather,,,,,,
"The movie was okay. I wasn't particularly impressed, but I wasn't disappointed either.",,Neutral,Avengers: Endgame,,,,,,
A delightful and heartwarming film that will appeal to audiences of all ages. A true cinematic gem.,,Positive,Spirited Away,,,,,,
The movie tries too hard to be clever and ends up being pretentious and annoying,,Negative,Mother!,,,,,,
Visually stunning and incredibly moving. The score is a masterpiece and the acting flawless.,,Positive,Amelie,,,,,,
What a ride! This movie is a non-stop thrill ride from start to finish. Action-packed and incredibly entertaining.,,Positive,Mad Max: Fury Road,,,,,,
A dazzling spectacle with stunning visuals and a heartwarming story. A must-see for the whole family!,,Positive,Starlight Adventures,,,,,,
"This film is an absolute masterpiece. The direction, acting, and storyline were all phenomenal. My favorite movie of the year!",,Positive,Echoes of the Past,,,,,,
"The performances were captivating, and the plot twists kept me on the edge of my seat. A truly unforgettable cinematic experience.",,Positive,Crimson Tide,,,,,,
An uplifting and inspiring movie that will leave you feeling hopeful and ready to take on the world. Highly recommended!,,Positive,The Optimist's Journey,,,,,,
"The special effects were groundbreaking, and the action sequences were adrenaline-pumping. A true blockbuster!",,Positive,Galactic Command,,,,,,
A beautifully crafted film that explores complex themes with grace and sensitivity. Prepare to be moved.,,Positive,Silent Whispers,,,,,,
"From start to finish, this movie is a delight. The humor is sharp, the characters are endearing, and the ending is perfect.",,Positive,Laugh Riot,,,,,,
"A thought-provoking and intelligent film that challenges conventional thinking. Not for the faint of heart, but well worth the watch.",,Positive,The Innovator,,,,,,
"The acting was superb, the directing was clever and the set pieces were incredible. Easily a 10/10.",,Positive,The Grand Budapest Hotel,,,,,,
"Absolutely fantastic movie, gripping storyline and impeccable acting, a must watch for any fan of the genre.",,Positive,Seven,,,,,,
"The plot was convoluted and confusing, and the characters were underdeveloped. A complete waste of time.",,Negative,The Labyrinth,,,,,,
I struggled to get through this movie; the pacing was awful and the humor was totally misguided. Do not recommend.,,Negative,Comedy of Errors,,,,,,
"A complete disaster from beginning to end. The acting was atrocious, the script was nonsensical, and the direction was amateurish.",,Negative,Nightmare Fuel,,,,,,
"The special effects were laughably bad, and the storyline was incredibly predictable. Avoid this movie at all costs.",,Negative,Cosmic Crash,,,,,,
"While ambitious, this film ultimately fails to deliver. The ideas are interesting, but the execution is lacking.",,Negative,Dreams of Tomorrow,,,,,,
I found the movie to be quite bad. The music was irritating.,,Negative,Bad Apple,,,,,,
"Terrible, I went in with high expectations and was sorely disappointed. Should have stayed in.",,Negative,High Hopes,,,,,,
"A decent movie, nothing too groundbreaking, but still held my attention. I would recommend for a lazy night in.",,Neutral,Average Joe,,,,,,
"It was a movie, I watched it. Was not good or bad.",,Neutral,The Block,,,,,,
"I am unsure what to think about this movie. I did not hate it, but I would not watch it again either.",,Neutral,Pondering Thoughts,,,,,,
"An absolute masterpiece! The cinematography is stunning, and the story is deeply moving.",,Positive,Nomadland,,,,,,
